INFO ; Archivo de logging creado! ; Wed Jun 26 00:05:10 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:38 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:38 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:40 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:40 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:41 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:41 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:42 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:42 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:43 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:43 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:44 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:45 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:45 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:45 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:46 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:47 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:47 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:48 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:48 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:49 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:50 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:51 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:52 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:53 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:53 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:54 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:54 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:55 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:56 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:56 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:56 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:57 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:57 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:58 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:59 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:59 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:05:59 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:06:00 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:06:01 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:06:01 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:06:01 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:06:02 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:06:04 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:06:06 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:06:08 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:06:09 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:16 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:16 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:16 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:16 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:17 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:18 2019
DEBUG ; Juego::Cambio de jugador del equipo 1 ; Wed Jun 26 00:06:19 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:21 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:06:22 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:06:22 2019
